step 0, loss 0.8543756008148193
step 8616, loss 0.19778652202448485
step 8617, loss 0.19303878883744394
step 8618, loss 0.18649079865418478
step 8619, loss 0.1831694823462004
step 8620, loss 0.1815124376378865
step 8621, loss 0.1821941650297413
step 8622, loss 0.19422021654720634
step 8623, loss 0.1952696455789405
step 8624, loss 0.19114391028339844
step 8625, loss 0.19355267899741396
step 8626, loss 0.1831421087757617
step 8627, loss 0.18398662035845545
step 8628, loss 0.18349460028275397
step 8629, loss 0.186535259449463
step 8630, loss 0.1845923278009721
step 8631, loss 0.17982042401514903
step 8632, loss 0.1752669057501774
step 8633, loss 0.1815572969245989
step 8634, loss 0.18505551744652501
step 8635, loss 0.1804592907054965
step 8636, loss 0.16928450983378984
step 8637, loss 0.182908636822823
step 8638, loss 0.18006323799001273
step 8639, loss 0.18476699463582424
step 8640, loss 0.1902390957360541
step 8641, loss 0.18736246292159633
step 8642, loss 0.18554153648941824
step 8643, loss 0.18501471973594227
step 8644, loss 0.18338475820841968
step 8645, loss 0.18952088383515997
step 8646, loss 0.1872526972980528
step 8647, loss 0.1879116463206317
step 8648, loss 0.187521863061974
step 8649, loss 0.1824639750231411
step 8650, loss 0.1766520392336642
step 8651, loss 0.1809004874323185
step 8652, loss 0.18450538497814917
step 8653, loss 0.17291655628367708
step 8654, loss 0.1783267601294915
step 8655, loss 0.17542375421198608
step 8656, loss 0.1790593650550163
step 8657, loss 0.18752283036206807
step 8658, loss 0.19504397373939736
step 8659, loss 0.206210707976328
step 8660, loss 0.210013681966579
step 8661, loss 0.2089278483258331
step 8662, loss 0.20635905717611114
step 8663, loss 0.20920711476921855
step 8664, loss 0.21064874874937373
step 8665, loss 0.2011779577796564
step 8666, loss 0.19463835787161343
step 8667, loss 0.18608744187400478
step 8668, loss 0.17741688260357744
step 8669, loss 0.17435543986190408
step 8670, loss 0.18934080528046832
step 8671, loss 0.18745761686706078
step 8672, loss 0.18517300403842507
step 8673, loss 0.19540365263875586
step 8674, loss 0.1994721715902352
step 8675, loss 0.20069601314560148
step 8676, loss 0.1964519710298977
step 8677, loss 0.19256160178392545
step 8678, loss 0.19739515947052313
step 8679, loss 0.1966760489351911
step 8680, loss 0.19290011820262934
step 8681, loss 0.1921226623392069
step 8682, loss 0.19369814330958995
step 8683, loss 0.20957128585538573
step 8684, loss 0.20766346795405125
step 8685, loss 0.2062489000831113
step 8686, loss 0.20229610871142736
step 8687, loss 0.20028769884288244
step 8688, loss 0.19793677103918733
step 8689, loss 0.19333715533377477
step 8690, loss 0.19297007437194957
step 8691, loss 0.18315696164052703
step 8692, loss 0.17924461761785462
step 8693, loss 0.17738993465607983
step 8694, loss 0.17771364152168295
step 8695, loss 0.1805962464189684
step 8696, loss 0.17509775379086934
step 8697, loss 0.17728865759478868
step 8698, loss 0.17983420297718222
step 8699, loss 0.17670982723131337
step 8700, loss 0.18119016270066404
step 8701, loss 0.17893083524905237
step 8702, loss 0.1782882910865777
step 8703, loss 0.18967090564056338
step 8704, loss 0.19359947607294414
step 8705, loss 0.19299690901078906
step 8706, loss 0.1955605385795664
step 8707, loss 0.18978671325106303
step 8708, loss 0.18988583468966674
step 8709, loss 0.18842454835986785
step 8710, loss 0.1867641620506259
step 8711, loss 0.18003264629865398
step 8712, loss 0.18239772973082702
step 8713, loss 0.1844684331800542
step 8714, loss 0.17968513064259306
step 8715, loss 0.1773793041051091
step 8716, loss 0.18012217634981822
step 8717, loss 0.17881977219044523
step 8718, loss 0.18333747975819728
step 8719, loss 0.18067888909095606
step 8720, loss 0.18847230816049051
step 8721, loss 0.18783986786749368
step 8722, loss 0.18691064315807587
step 8723, loss 0.18541815189515143
step 8724, loss 0.18561757333273818
step 8725, loss 0.18610085303063809
step 8726, loss 0.1919926636321153
step 8727, loss 0.19563725437845045
step 8728, loss 0.1932144434403651
step 8729, loss 0.19077136854689772
step 8730, loss 0.19443079746092667
step 8731, loss 0.2006917796998499
step 8732, loss 0.20326258860253796
step 8733, loss 0.19381541272005592
step 8734, loss 0.19457948887349208
step 8735, loss 0.18741717503071761
step 8736, loss 0.18391699849606397
step 8737, loss 0.18268012487030783
step 8738, loss 0.18348593100729668
step 8739, loss 0.17607734055658952
step 8740, loss 0.16894860447651844
step 8741, loss 0.16420015735513002
step 8742, loss 0.15864024126308587
step 8743, loss 0.17755201664964046
step 8744, loss 0.1849263477987023
step 8745, loss 0.1739828647970532
step 8746, loss 0.17566059337252748
step 8747, loss 0.17437784796530936
step 8748, loss 0.18266177706934453
step 8749, loss 0.176838432547606
step 8750, loss 0.18193478715165584
step 8751, loss 0.19405641554365274
step 8752, loss 0.18331175951871023
step 8753, loss 0.17769755341451834
step 8754, loss 0.1785051770613325
step 8755, loss 0.18167156704715484
step 8756, loss 0.18049795086787576
step 8757, loss 0.18406456699019463
step 8758, loss 0.16934244437556675
step 8759, loss 0.17241107019967924
step 8760, loss 0.183335986076478
step 8761, loss 0.1787585970807229
step 8762, loss 0.18267541441751908
step 8763, loss 0.17020490114480308
step 8764, loss 0.17297628680995153
step 8765, loss 0.1781164973389898
step 8766, loss 0.18133058870540208
step 8767, loss 0.18247862957155242
step 8768, loss 0.18453448536010564
step 8769, loss 0.18551804144989237
step 8770, loss 0.18547538536617864
step 8771, loss 0.19153645292964316
step 8772, loss 0.19173452993673148
step 8773, loss 0.1934926427046245
step 8774, loss 0.18951509892700186
step 8775, loss 0.18835184424899284
step 8776, loss 0.1920705224554145
step 8777, loss 0.18720530886772904
step 8778, loss 0.1867221035300818
step 8779, loss 0.19616639057449642
step 8780, loss 0.19942369854139216
step 8781, loss 0.20238518830257887
step 8782, loss 0.20821240350113723
step 8783, loss 0.2040073988244511
step 8784, loss 0.1943265572850922
step 8785, loss 0.2060483284889179
step 8786, loss 0.20213657660173037
step 8787, loss 0.19835042544800038
step 8788, loss 0.19292583842812178
step 8789, loss 0.18683690082792814
step 8790, loss 0.19075393007783034
step 8791, loss 0.19905262881447022
step 8792, loss 0.1946110355311258
step 8793, loss 0.19322924710395548
step 8794, loss 0.19414118883385612
step 8795, loss 0.1981885578397604
step 8796, loss 0.19956204707893954
step 8797, loss 0.19908895416980887
step 8798, loss 0.1980665802114538
step 8799, loss 0.19771254472315297
step 8800, loss 0.2019818000112175
step 8801, loss 0.19677740235157598
step 8802, loss 0.20399008004988245
step 8803, loss 0.1995351208072157
step 8804, loss 0.19602175588797788
step 8805, loss 0.19231891812733942
step 8806, loss 0.18704305155741097
step 8807, loss 0.1840029439061903
step 8808, loss 0.18140327162116973
step 8809, loss 0.17936127239379474
step 8810, loss 0.1756741331867563
step 8811, loss 0.17627218605746514
step 8812, loss 0.18186360217633563
step 8813, loss 0.1825580711737518
step 8814, loss 0.17838960280197066
step 8815, loss 0.17518725297013404
step 8816, loss 0.16908493013226525
step 8817, loss 0.167015597561391
step 8818, loss 0.17200787097757322
step 8819, loss 0.17122717258821663
step 8820, loss 0.16788606099031034
step 8821, loss 0.16402322278983889
step 8822, loss 0.16387197428853062
step 8823, loss 0.16300551045457198
step 8824, loss 0.16344587607848354
step 8825, loss 0.16244426760376432
step 8826, loss 0.1600218524929965
step 8827, loss 0.15539524648163477
step 8828, loss 0.15807986283517267
step 8829, loss 0.16761380753710614
step 8830, loss 0.1693630336683519
step 8831, loss 0.17727890482200925
step 8832, loss 0.1729451838492192
step 8833, loss 0.1817879489087019
step 8834, loss 0.17655389705505553
step 8835, loss 0.1797892573404901
step 8836, loss 0.18293365296083028
step 8837, loss 0.18422663917860987
step 8838, loss 0.18291727641870023
step 8839, loss 0.17846103554650644
step 8840, loss 0.18909204941109867
step 8841, loss 0.1829163769583349
step 8842, loss 0.17841159460250539
step 8843, loss 0.1740677251574755
step 8844, loss 0.1718675325057531
step 8845, loss 0.17371361819579823
step 8846, loss 0.17316854626841505
step 8847, loss 0.17164383200622046
step 8848, loss 0.17703828246429365
step 8849, loss 0.1768633517417443
step 8850, loss 0.18835886950431457
step 8851, loss 0.194401809291287
step 8852, loss 0.19476763640306333
step 8853, loss 0.1971155068379218
step 8854, loss 0.19983563671424162
step 8855, loss 0.2134039686612562
step 8856, loss 0.203777958735133
step 8857, loss 0.20064707975176405
step 8858, loss 0.19764155936766353
step 8859, loss 0.19518263452525755
step 8860, loss 0.20111523550697405
step 8861, loss 0.19910160584999537
step 8862, loss 0.19513054535168484
step 8863, loss 0.19154330800811717
step 8864, loss 0.18519050965464356
step 8865, loss 0.18604411414047697
step 8866, loss 0.1919075315962489
step 8867, loss 0.18156203694077633
step 8868, loss 0.1891172385239509
step 8869, loss 0.18553877079700595
step 8870, loss 0.18651092980100362
step 8871, loss 0.1756283947866587
step 8872, loss 0.1731939308978404
step 8873, loss 0.16719952238833477
step 8874, loss 0.16779887539060925
step 8875, loss 0.1628872464172126
step 8876, loss 0.15866578832913172
step 8877, loss 0.15110043182058988
step 8878, loss 0.15388471478894822
step 8879, loss 0.1554590665818048
step 8880, loss 0.15843219490535193
step 8881, loss 0.1567903601976079
step 8882, loss 0.15832573269473096
step 8883, loss 0.16436549360752029
step 8884, loss 0.17226030977249077
step 8885, loss 0.17618237034988343
step 8886, loss 0.17295596238832422
step 8887, loss 0.17165193769509268
step 8888, loss 0.1722766382680059
step 8889, loss 0.17828308402172216
step 8890, loss 0.18663870267872354
step 8891, loss 0.18434674864534442
step 8892, loss 0.1961823611753336
step 8893, loss 0.19849514448319241
step 8894, loss 0.1998896791071388
step 8895, loss 0.19555146636343237
step 8896, loss 0.19732009597220634
step 8897, loss 0.1975218986952181
step 8898, loss 0.19582864810382206
step 8899, loss 0.20205146523733328
step 8900, loss 0.19810217725413493
step 8901, loss 0.1984365428135763
step 8902, loss 0.19978190016561484
step 8903, loss 0.20388896511626603
step 8904, loss 0.19549840462177123
step 8905, loss 0.19718924705954605
step 8906, loss 0.1971795011589427
step 8907, loss 0.19975428423549227
step 8908, loss 0.19659333355366135
step 8909, loss 0.18869741121356737
step 8910, loss 0.1960537733980273
step 8911, loss 0.20131567886605156
step 8912, loss 0.20083998535097505
step 8913, loss 0.19796014035362777
step 8914, loss 0.19895381216364005
step 8915, loss 0.1987203015460691
step 8916, loss 0.2021416697121371
step 8917, loss 0.21404009817988062
step 8918, loss 0.21165839367166506
step 8919, loss 0.21245420306672466
step 8920, loss 0.2054052129067464
step 8921, loss 0.20628404688931853
step 8922, loss 0.2087106726059081
step 8923, loss 0.20600828571517127
step 8924, loss 0.22300401666819028
step 8925, loss 0.21935716574542796
step 8926, loss 0.2192469922168828
step 8927, loss 0.221232852709035
step 8928, loss 0.21871964309073086
step 8929, loss 0.2179905206572109
step 8930, loss 0.2256799337814236
step 8931, loss 0.2283078966334448
step 8932, loss 0.23639626542881004
step 8933, loss 0.24543819940228648
step 8934, loss 0.2386991094005649
step 8935, loss 0.2441401014136563
step 8936, loss 0.2449942942923865
step 8937, loss 0.24179162828325285
step 8938, loss 0.24453727228819477
step 8939, loss 0.23800280532281828
step 8940, loss 0.2396151230428329
step 8941, loss 0.23265009573343792
step 8942, loss 0.22407820330181777
step 8943, loss 0.22241094862925168
step 8944, loss 0.2368638648585125
step 8945, loss 0.22871415621003308
step 8946, loss 0.2158386570748162
step 8947, loss 0.21372438632277893
step 8948, loss 0.22174723293925747
step 8949, loss 0.21903026860843977
step 8950, loss 0.21379551674626066
step 8951, loss 0.2182169024858039
step 8952, loss 0.22902322692094695
step 8953, loss 0.22349587126748371
step 8954, loss 0.2196432624236638
step 8955, loss 0.21758640622877135
step 8956, loss 0.2162221772889768
step 8957, loss 0.2142822045165725
step 8958, loss 0.2095667107175375
step 8959, loss 0.20526898651754125
step 8960, loss 0.1991468973407322
step 8961, loss 0.19799450255476006
step 8962, loss 0.19747395560481462
step 8963, loss 0.19771145205502194
step 8964, loss 0.1918612905216618
step 8965, loss 0.19529042731574806
step 8966, loss 0.210496563531622
step 8967, loss 0.20550607784181657
step 8968, loss 0.19604949930539567
step 8969, loss 0.205992491059579
step 8970, loss 0.20884931178070087
step 8971, loss 0.19945756949046534
step 8972, loss 0.19722369334452702
step 8973, loss 0.18296174537855406
step 8974, loss 0.18963509051547664
step 8975, loss 0.18833318425905302
step 8976, loss 0.18937219447217818
step 8977, loss 0.20363794505288393
step 8978, loss 0.21076235538444094
step 8979, loss 0.20897894679654694
step 8980, loss 0.21820907514526597
step 8981, loss 0.21592861909777658
step 8982, loss 0.21664972751537626
step 8983, loss 0.23106730266689957
step 8984, loss 0.22756140933286878
step 8985, loss 0.2226915047095871
step 8986, loss 0.22256609221041107
step 8987, loss 0.21603935736185226
step 8988, loss 0.20970927129178565
step 8989, loss 0.2083219359814166
step 8990, loss 0.20171163414410107
step 8991, loss 0.20057932079873697
step 8992, loss 0.2071404118035038
step 8993, loss 0.20010030943397877
step 8994, loss 0.1905528948746103
step 8995, loss 0.18941341007131143
step 8996, loss 0.18901116547922317
step 8997, loss 0.18764647303169987
step 8998, loss 0.18512747250329872
step 8999, loss 0.1840582614749499
step 9000, loss 0.1828304775604452
step 9001, loss 0.1826549856110375
step 9002, loss 0.18374433263337264
step 9003, loss 0.18274137357648298
step 9004, loss 0.18193734568157272
step 9005, loss 0.18535425259290764
step 9006, loss 0.18422382766263454
step 9007, loss 0.18518102938762399
step 9008, loss 0.179564390553514
step 9009, loss 0.17551778910173163
step 9010, loss 0.17201798103105892
step 9011, loss 0.17832744069563036
step 9012, loss 0.16951521364748495
step 9013, loss 0.173279517542422
step 9014, loss 0.1817898157099785
step 9015, loss 0.18178505923091484
step 9016, loss 0.18240630083446902
step 9017, loss 0.18630620050279978
step 9018, loss 0.18919305838211195
step 9019, loss 0.19657116982695894
step 9020, loss 0.20866058039686772
step 9021, loss 0.21192847729940736
step 9022, loss 0.2113791320432978
step 9023, loss 0.2118619841673753
step 9024, loss 0.21247736325908734
step 9025, loss 0.21371585319384068
step 9026, loss 0.20761395862648602
step 9027, loss 0.20034569386496884
step 9028, loss 0.19704455927480527
step 9029, loss 0.1927225824785465
step 9030, loss 0.1918979409270496
step 9031, loss 0.1863974919557283
step 9032, loss 0.1940107098793724
step 9033, loss 0.20368686779520565
step 9034, loss 0.20364286271496107
step 9035, loss 0.20459610761192581
step 9036, loss 0.21287260241198966
step 9037, loss 0.21906267214019684
step 9038, loss 0.21727086402356258
step 9039, loss 0.20302832839530374
step 9040, loss 0.2125262592820078
step 9041, loss 0.20662903409490735
step 9042, loss 0.21470166106185096
step 9043, loss 0.20621463977540233
step 9044, loss 0.20172182461540134
step 9045, loss 0.21674839920628278
step 9046, loss 0.20940962374354788
step 9047, loss 0.2130696961892729
step 9048, loss 0.20195872690794633
step 9049, loss 0.2088931868063012
step 9050, loss 0.2035351025688588
step 9051, loss 0.20088419565212184
step 9052, loss 0.19598513169871082
step 9053, loss 0.19538820079373995
step 9054, loss 0.19472063146300028
